pid,born,age,gender,race,grade,tertiary,province,dweltyp,no_reside,water,elect,work_feb,emdays_feb,emhrs_feb,feb_pay_pure,feb_pay,work_apr,apr_return,worktype,work_code,emdays_apr,emhrs_apr,apr_pay_pure,apr_pay,uif_ters,work_seek,last_seek,hh_childgrant,any_childgrant,hh_govpen,any_govpen,grant_rec,grantyp1,grantyp2,grantyp3,hhincsource1,hhincsource2,hhincsource3,hhincdec1,hhincdec2,hhincdec3,apr_hh_inc,hh_inc_lost,nomoneyfood,7dayshungry,chldcr,time_chldcr,kids_in_school,ed_books,edtv,edradio,edonline,suppgov,suppngo,suppcom
381118,1990,30,female,african,12,no,natal,house/flat,4,yes,yes,no,,,,,no,yes,regular job,service & sales,0.0,,3500.0,,no,,,1.0,,0.0,,no,,,,employment,government grants,,from employment,,,4100.0,yes,no,no,yes,over 4 hours more,3.0,yes,no,yes,yes,no,no,no
381123,1986,34,female,african,12,no,eastern cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,0.0,,yes,child support,,,government grants,,,no income,,,940.0,yes,no,yes,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
381143,1981,39,female,african,12,yes,eastern cape,traditional,16,no,yes,no,,,,,no,no,,,,,,,,yes,1-6 months ago,4.0,,1.0,,yes,disability,,,government grants,,,no income decrease,,,3500.0,yes,yes,yes,yes,over 4 hours more,6.0,yes,yes,no,no,no,no,no
381149,1990,30,female,african,12,no,eastern cape,traditional,3,no,yes,yes,5.0,8.0,400,,no,no,,,,,,,,yes,>1 year ago,1.0,,1.0,,no,,,,employment,government grants,,from government grants,,,3200.0,no,yes,no,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
381150,1930,90,female,african,10,no,eastern cape,traditional,3,no,yes,retired,,,,,,,,,,,,,,,,1.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,2000.0,yes,yes,yes,,,,,,,,no,no,no
381163,1944,76,female,coloured,8,,natal,house/flat,0,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
381164,1965,55,female,african,5,,natal,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,yes,disability,,,government grants,,,from government grants,,,,no,no,no,yes,over 4 hours more,0.0,no,no,no,no,no,no,no
381169,1979,41,male,african,12,no,natal,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,880.0,yes,no,yes,yes,over 4 hours more,0.0,yes,yes,no,no,no,no,no
381182,1988,32,female,african,11,no,natal,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,,,4.0,,,no,no,,,,no income,,,,,,,yes,yes,yes,yes,over 4 hours more,0.0,,,,,no,no,no
381189,1943,77,male,african,7,,natal,house/flat,15,no,yes,retired,,,,,,,,,,,,,,,,5.0,,1.0,,yes,covid relief,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,4.0,yes,yes,no,no,no,no,no
381190,1975,45,female,african,11,no,natal,other,4,no,yes,yes,2.0,9.0,738,,no,no,,,,,,,,yes,1-6 months ago,1.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,1100.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,no,yes,no,no
381198,1994,26,female,african,10,no,natal,house/flat,6,no,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,0.0,,no,,,,no income,,,no income,,,0.0,no,no,no,no,,1.0,yes,yes,yes,no,no,no,no
381206,1973,47,female,african,no schooling,,natal,traditional,6,no,yes,no,,,,,no,no,,,,,,,,,,4.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,2000.0,no,yes,yes,no,,2.0,yes,no,yes,yes,no,no,no
381208,1989,31,female,african,10,no,natal,house/flat,13,no,yes,no,,,,,no,,,,,,,,,yes,within last month,3.0,,1.0,,no,,,,no income,,,no income,,,2000.0,yes,yes,no,yes,over 4 hours more,1.0,no,no,no,no,no,no,no
381214,1956,64,female,indian,12,yes,natal,house/flat,4,yes,yes,no,0.0,0.0,0,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,other,,,no income decrease,,,0.0,yes,no,no,,,,,,,,no,no,no
381215,1968,52,female,african,8,,natal,traditional,6,yes,yes,yes,5.0,9.0,4000,,no,yes,casual work,service & sales,0.0,0.0,4000.0,,no,,,1.0,,0.0,,yes,child support,,,employment,government grants,,from employment,,,4000.0,yes,no,no,yes,over 4 hours more,3.0,no school books,no,yes,no,yes,no,no
381218,1956,64,female,coloured,12,yes,natal,house/flat,,yes,yes,yes,5.0,10.0,29000,,yes,,regular job,managers,5.0,8.0,29000.0,,no,,,0.0,,0.0,,no,,,,employment,own business,,no income decrease,,,69000.0,no,no,no,,,,,,,,no,no,no
381275,1979,41,female,indian,12,yes,natal,house/flat,5,yes,yes,yes,5.0,8.0,0,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,own business,,,from employment,,,0.0,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
381276,1967,53,male,indian,12,yes,natal,house/flat,5,yes,yes,no,5.0,4.0,500,,no,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,1500.0,yes,no,no,yes,over 4 hours more,1.0,yes,yes,no,yes,no,no,yes
381293,1981,39,male,african,10,no,natal,informal,8,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,no income,,,no income,,,0.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
381310,1987,33,female,african,12,no,natal,informal,22,yes,yes,yes,2.0,6.0,800,,yes,,casual work,"agric, forestry, fishery",4.0,5.0,450.0,,no,,,7.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
381314,1988,32,female,african,9,no,natal,traditional,4,yes,yes,no,,,,,no,no,,,,,,,,no,within last month,1.0,,0.0,,no,,,,government grants,,,no income decrease,,,940.0,no,no,no,yes,1-2 hours,2.0,no,no,no,no,no,no,no
381317,1985,35,male,african,12,yes,natal,house/flat,8,yes,yes,yes,4.0,10.0,,,yes,,regular job,operators & assemblers,4.0,10.0,,,no,,,3.0,,0.0,,,,,,employment,government grants,,from employment,,,,yes,no,no,no,,5.0,no,no,no,no,no,no,no
381319,1970,50,female,african,12,yes,natal,house/flat,9,yes,yes,yes,6.0,12.0,5800,,yes,,regular job,service & sales,6.0,12.0,5800.0,,no,,,1.0,,0.0,,no,,,,employment,government grants,,no income,,,6800.0,no,no,no,yes,1-2 hours,4.0,yes,no,yes,no,no,no,no
381330,1982,38,female,african,11,no,natal,house/flat,9,yes,yes,yes,5.0,7.0,3200,,yes,,regular job,elementary occup,5.0,7.0,3200.0,,no,,,1.0,,0.0,,yes,child support,,,employment,government grants,,no income,,,3600.0,no,no,no,,,,,,,,no,no,no
381331,1979,41,female,african,7,,natal,traditional,4,yes,yes,,,,,,,,,,,,,,,,,2.0,,,no,yes,child support,,,government grants,,,no income decrease,,,940.0,yes,yes,yes,yes,over 4 hours more,0.0,yes,yes,yes,no,yes,no,no
381342,1988,32,female,african,12,no,natal,house/flat,1,yes,yes,yes,6.0,8.0,3500,,yes,,regular job,service & sales,6.0,8.0,,"R3,001-R6,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,yes,no,no,,0.0,no,no,no,no,no,no,no
381349,1985,35,female,african,12,no,natal,traditional,24,yes,yes,no,,,,,no,no,,,,,,,,no,within last month,14.0,,0.0,,no,,,,government grants,,,no income decrease,,,,yes,no,no,no,,12.0,yes,yes,yes,no,no,yes,no
381370,1982,38,male,african,10,no,natal,traditional,14,no,yes,retired,,,,,,,,,,,,,,,,5.0,,1.0,,no,,,,no income,,,no income,no income decrease,,,no,yes,yes,no,,5.0,,,,no,no,no,no
381393,1971,49,female,african,1,,natal,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,4000.0,no,no,no,yes,nearly an hour,1.0,yes,yes,no,no,no,no,no
381406,9999,,female,african,1,,natal,house/flat,22,yes,yes,retired,,,,,,,,,,,,,,,,2.0,,1.0,,yes,pension,,,government grants,,,no income,,,,no,yes,yes,no,,6.0,no school books,no,no,no,yes,no,no
381407,1989,31,male,african,12,yes,natal,house/flat,2,yes,yes,yes,5.0,8.0,8000,,yes,,regular job,professionals,5.0,8.0,8000.0,,applied still waiting,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,16000.0,no,no,no,,,,,,,,no,no,no
381423,1972,48,male,african,10,no,natal,house/flat,8,no,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,1.0,,no,,,,friends/family,,,from friends/family,,,,yes,yes,yes,yes,over 4 hours more,7.0,yes,yes,no,no,no,no,no
381424,1989,31,female,african,12,no,natal,house/flat,2,yes,yes,yes,7.0,,360,,no,yes,casual work,service & sales,3.0,,,,no,,,1.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,,no,no,yes,yes,over 4 hours more,0.0,no,no,no,no,no,no,no
381429,1950,70,male,african,8,,natal,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,3.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,3.0,no,no,no,no,no,no,no
381436,1947,73,female,african,4,,natal,informal,5,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,1700.0,no,yes,no,no,,1.0,no,no,no,,no,no,no
381440,1985,35,female,african,11,yes,natal,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,0.0,,no,,,,government grants,,,no income,,,0.0,yes,yes,yes,,,,,,,,yes,no,no
381445,1987,33,male,african,12,yes,natal,house/flat,6,yes,yes,yes,7.0,12.0,,"R3,001-R6,000",no,no,,,,,,,,,,,,1.0,,no,,,,government grants,,,,,,,yes,no,no,yes,over 4 hours more,3.0,yes,yes,no,,yes,no,no
381447,1985,35,female,african,11,no,natal,house/flat,10,yes,yes,yes,4.0,13.0,,"<R3,000",yes,,self-employed,,,,,,,,,4.0,,1.0,,yes,child support,,,own business,government grants,,from own business,,,,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
381451,1963,57,female,african,10,no,natal,house/flat,3,no,yes,,,,,,no,,,,,,,,,,,,no,,no,no,,,,no income,,,no income,,,,yes,no,no,yes,over 4 hours more,0.0,yes,no,no,no,no,no,no
381457,1987,33,male,african,11,no,natal,informal,5,no,yes,no,,,,,no,yes,casual work,operators & assemblers,3.0,8.0,,,yes,,,1.0,,1.0,,no,,,,government grants,,,from own business,,,,yes,yes,no,yes,3-4 hours,1.0,no,no,no,yes,no,no,no
381459,1977,43,female,african,11,no,natal,house/flat,14,yes,yes,yes,7.0,,7000,,no,no,,,,,,,,,,5.0,,,no,no,,,,employment,government grants,,,,,4000.0,yes,yes,yes,yes,3-4 hours,5.0,yes,no,yes,no,no,no,no
381462,1992,28,,african,10,no,natal,house/flat,6,yes,yes,no,6.0,8.0,150,,no,,run a business,,,,,,,,,2.0,,1.0,,no,,,,own business,,,from own business,,,150.0,yes,yes,yes,yes,1-2 hours,2.0,yes,yes,yes,no,no,no,no
381463,1957,63,female,african,7,,natal,house/flat,6,yes,yes,yes,5.0,,3500,,no,,,,,,,,,,,2.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,2100.0,no,no,no,yes,over 4 hours more,1.0,yes,yes,yes,no,yes,yes,no
381466,1980,40,female,african,12,no,natal,house/flat,2,yes,yes,no,,,,,yes,,casual work,elementary occup,,,,,no,,,1.0,,,no,no,,,,employment,,,from employment,,,,,yes,yes,no,,2.0,,,,,no,no,no
381467,1984,36,female,african,12,no,natal,informal,1,yes,no,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,0.0,,no,,,,other,,,no income decrease,,,1900.0,no,no,no,,,,,,,,no,no,no
381469,1940,80,male,african,7,,natal,house/flat,10,yes,yes,retired,,,,,,,,,,,,,,,,4.0,,2.0,,no,,,,government grants,,,from government grants,,,,no,no,no,no,,2.0,no,yes,yes,yes,no,no,no
381470,1989,31,female,african,8,,natal,house/flat,3,yes,,yes,5.0,3.0,150,,no,,casual work,technicians & assoc prof,7.0,7.0,,,no,,,2.0,,1.0,,no,,,,friends/family,,,no income decrease,,,150.0,no,yes,no,yes,over 4 hours more,0.0,yes,no,yes,yes,no,no,no
381471,1956,64,male,african,12,no,natal,traditional,3,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,4000.0,yes,no,no,,,,,,,,no,no,no
381473,1957,63,female,african,5,,natal,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,4320.0,no,yes,no,,,,,,,,no,no,no
381513,1977,43,male,african,11,yes,natal,traditional,3,yes,no,no,7.0,,,,no,,self-employed,,,,,,,,,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,,yes,yes,no,yes,over 4 hours more,1.0,no,yes,no,yes,no,no,no
381530,1990,30,male,african,11,no,natal,house/flat,9,yes,yes,yes,5.0,7.0,3800,,yes,,regular job,elementary occup,5.0,7.0,3800.0,,no,,,3.0,,1.0,,yes,child support,pension,,employment,government grants,,no income,,,5780.0,no,yes,yes,yes,over 4 hours more,3.0,yes,yes,,no,no,no,no
381537,1990,30,female,african,12,no,natal,house/flat,9,yes,yes,no,,,,,no,,,,,,,,,yes,within last month,3.0,,0.0,,yes,child support,,,government grants,,,from government grants,,,,yes,,no,yes,over 4 hours more,4.0,yes,yes,no,no,no,no,no
381559,1956,64,male,coloured,10,no,natal,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,,no,yes,no,,,,,,,,no,no,no
391057,1982,38,female,coloured,12,no,gauteng,house/flat,3,yes,yes,no,3.0,2.0,570,,no,no,,,,,,,,,,2.0,,0.0,,yes,disability,,,government grants,,,no income decrease,,,2300.0,no,yes,yes,yes,over 4 hours more,2.0,yes,no,no,no,no,no,no
391064,1977,43,male,coloured,12,yes,western cape,house/flat,5,yes,yes,yes,6.0,10.0,2500,,no,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,own business,,,from own business,,,19000.0,yes,no,no,yes,over 4 hours more,1.0,yes,no,no,yes,no,no,no
391077,1982,38,female,african,11,yes,western cape,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,1.0,,yes,child support,,,friends/family,other,,from friends/family,,,3000.0,yes,yes,no,no,,2.0,yes,yes,no,no,no,no,no
391080,1976,44,female,coloured,5,,western cape,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,yes,disability,,,government grants,,,no income,,,2100.0,no,no,no,,,,,,,,no,no,yes
391097,1992,28,female,coloured,10,no,western cape,informal,4,yes,yes,yes,4.0,8.0,780,,no,,regular job,clerical support,4.0,8.0,780.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,3500.0,no,yes,yes,yes,1-2 hours,1.0,no,yes,no,no,no,no,no
391100,1977,43,female,coloured,12,yes,western cape,house/flat,4,yes,yes,yes,5.0,8.0,12000,,yes,,regular job,technicians & assoc prof,5.0,8.0,12000.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,32000.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
391106,1984,36,female,coloured,12,yes,western cape,house/flat,6,yes,yes,no,,,,,no,,casual work,service & sales,5.0,8.0,200.0,,no,,,0.0,,1.0,,no,,,,employment,government grants,,from friends/family,,,,no,yes,no,,,,,,,,no,no,no
391110,1986,34,female,coloured,12,yes,western cape,house/flat,3,yes,yes,yes,5.0,8.0,,,yes,,regular job,technicians & assoc prof,5.0,8.0,,,no,,,0.0,,0.0,,no,,,,employment,,,no income,,,,no,no,no,yes,over 4 hours more,1.0,no school books,,,,no,no,no
391122,1974,46,female,african,9,no,mpumalanga,house/flat,2,no,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,,no,yes,yes,,,,,,,,no,no,no
391138,1952,68,male,coloured,12,yes,limpopo,house/flat,2,yes,yes,yes,5.0,8.0,50000,,yes,,regular job,professionals,5.0,8.0,50000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income,,,70000.0,no,no,no,,,,,,,,no,no,no
391140,1985,35,male,african,12,yes,gauteng,informal,1,no,no,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,400.0,yes,yes,yes,no,,0.0,no school books,no,no,no,no,no,no
391142,1982,38,female,african,12,no,north west,house/flat,5,yes,yes,yes,5.0,8.0,12000,,no,yes,regular job,service & sales,,,0.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,0.0,yes,yes,no,no,,3.0,yes,no,no,no,no,no,no
391144,1980,40,male,african,12,yes,limpopo,house/flat,4,yes,yes,yes,5.0,12.0,15000,,no,,,,,,,,,yes,1-6 months ago,0.0,,0.0,,no,,,,own business,,,from own business,,,4000.0,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
391147,1983,37,female,african,12,yes,limpopo,house/flat,4,yes,yes,yes,6.0,,,"R6,001-R12,000",yes,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,own business,,,from own business,,,,yes,no,no,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
391168,1972,48,male,coloured,12,no,western cape,other,2,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,no,,,,employment,,,from employment,,,1700.0,yes,yes,yes,,,,,,,,no,no,yes
391178,1981,39,male,coloured,12,no,western cape,house/flat,5,yes,yes,yes,6.0,8.0,10000,,yes,,regular job,managers,6.0,8.0,12000.0,,no,,,0.0,,2.0,,no,,,,employment,government grants,,no income,,,16000.0,no,yes,no,,,,,,,,no,no,no
391180,1983,37,female,african,11,no,natal,house/flat,7,yes,yes,yes,6.0,9.0,1200,,no,,casual work,craft & trade,,,,,applied still waiting,,,3.0,,0.0,,no,,,,employment,government grants,,from employment,,,,yes,yes,yes,yes,over 4 hours more,4.0,yes,yes,yes,no,no,no,no
391194,1952,68,male,african,,,limpopo,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,0.0,,no,,,,government grants,,,no income decrease,,,17000.0,no,yes,no,,,,,,,,no,no,no
391196,1966,54,male,african,ncv4,yes,gauteng,house/flat,1,yes,yes,yes,5.0,12.0,17000,,yes,,regular job,service & sales,5.0,12.0,17000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,17000.0,no,no,no,no,,,no,no,no,no,no,no,no
391205,9999,,male,african,0,,natal,traditional,15,no,yes,no,,,,,no,no,,,,,,,,yes,never worked,5.0,,2.0,,no,,,,,,,,,,1900.0,yes,yes,yes,yes,over 4 hours more,10.0,yes,yes,yes,no,no,no,no
391213,1980,40,male,african,5,,gauteng,house/flat,6,yes,yes,no,2.0,8.0,200,,no,no,,,,,,,,,,2.0,,1.0,,no,,,,employment,government grants,,from employment,,,2500.0,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,yes
391265,1957,63,female,african,6,,limpopo,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,yes,no,no,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,no
391275,1979,41,male,african,11,no,eastern cape,traditional,6,yes,yes,retired,,,,,,,,,,,,,,,,1.0,,0.0,,yes,disability,,,government grants,,,from government grants,,,,yes,yes,no,yes,over 4 hours more,3.0,yes,yes,yes,yes,no,no,no
391286,1968,52,female,african,8,,western cape,house/flat,10,yes,yes,yes,5.0,8.0,3500,,no,,,,,,,,,no,1-6 months ago,3.0,,0.0,,no,,,,employment,,,from employment,,,1000.0,yes,yes,yes,yes,over 4 hours more,3.0,yes,no,yes,yes,no,no,no
391292,1986,34,female,african,10,no,eastern cape,house/flat,6,no,yes,no,5.0,9.0,200,,no,no,,,,,,,,no,>1 year ago,1.0,,1.0,,no,,,,government grants,,,from friends/family,,,4000.0,yes,no,no,yes,1-2 hours,2.0,yes,yes,no,yes,no,no,no
391294,1986,34,female,african,11,no,gauteng,informal,2,yes,yes,no,,,,,no,no,,,,,,,,no,1-6 months ago,1.0,,0.0,,no,,,,employment,government grants,friends/family,from employment,from friends/family,,700.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,no,yes,no,no,no,no
391305,1992,28,female,african,12,yes,western cape,house/flat,1,yes,yes,yes,5.0,8.0,,"R6,001-R12,000",yes,,regular job,service & sales,5.0,8.0,,"R6,001-R12,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,12000.0,no,no,no,,,0.0,,,,,no,no,no
401012,1994,26,female,african,12,no,gauteng,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,0.0,,0.0,,no,,,,government grants,,,from government grants,,,0.0,yes,yes,no,,,,,,,,no,no,no
401017,2001,19,female,african,11,no,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
401019,1998,22,female,african,10,no,limpopo,house/flat,3,no,yes,no,3.0,,700,,no,no,,,,,,,,no,never worked,2.0,,0.0,,yes,foster child care,,,government grants,friends/family,,from friends/family,,,,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
401025,1994,26,female,african,12,no,limpopo,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,yes,never worked,2.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,1.0,yes,no,yes,no,no,no,no
401033,1997,23,female,african,11,no,gauteng,informal,7,yes,yes,yes,4.0,8.0,3500,,no,,regular job,technicians & assoc prof,4.0,3.0,800.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,from employment,,,,yes,no,yes,yes,over 4 hours more,2.0,yes,no,no,no,no,no,no
401046,2001,19,male,african,10,no,limpopo,house/flat,8,yes,yes,no,0.0,0.0,0,,no,,,,0.0,0.0,,,no,,,1.0,,3.0,,no,,,,government grants,,,no income decrease,,,,no,yes,no,,,,,,,,yes,no,no
401047,2001,19,male,african,12,no,limpopo,house/flat,5,yes,yes,no,2.0,8.0,1300,,no,,self-employed,,,,,,,,,2.0,,0.0,,no,,,,own business,government grants,friends/family,from own business,,,4700.0,yes,no,yes,yes,over 4 hours more,2.0,no,no,no,no,no,no,no
401060,1999,21,female,african,11,no,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,government grants,,,,,,,no,no,no,no,,0.0,no,yes,no,no,no,no,no
401081,1996,24,male,african,12,no,north west,house/flat,3,yes,yes,yes,5.0,8.0,3500,,yes,,regular job,,5.0,8.0,4000.0,,no,,,0.0,,0.0,,no,,,,employment,friends/family,,from employment,,,,no,no,no,no,,2.0,yes,no,no,yes,no,no,no
401083,1998,22,male,african,10,no,mpumalanga,house/flat,5,no,yes,no,,,,,yes,,self-employed,,,,,,,,,2.0,,0.0,,yes,covid relief,,,employment,,,no income decrease,,,,yes,no,no,no,,2.0,yes,yes,yes,no,no,no,no
401098,1996,24,female,african,12,no,mpumalanga,traditional,4,no,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,employment,,,from employment,,,,yes,no,yes,yes,over 4 hours more,0.0,,,,,no,no,no
401138,1999,21,male,african,10,no,mpumalanga,house/flat,2,yes,yes,yes,3.0,4.0,1400,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,own business,,,no income decrease,,,11000.0,no,no,no,,,,,,,,no,no,no
401147,2001,19,male,african,12,no,free state,house/flat,1,yes,yes,no,,,,,no,no,,,,,,,,no,1-6 months ago,0.0,,0.0,,no,,,,no income,,,no income decrease,,,,no,yes,yes,no,,0.0,no,no,no,no,no,no,no
401157,1994,26,female,african,12,no,gauteng,house/flat,0,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,1500.0,no,yes,no,,,,,,,,no,no,no
401176,1996,24,female,african,11,no,limpopo,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,4.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,yes,no,yes,1-2 hours,3.0,no,yes,yes,no,no,no,no
401192,1994,26,female,african,12,yes,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,1.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,440.0,no,no,no,yes,over 4 hours more,0.0,no school books,no,no,no,no,no,no
401195,1994,26,female,african,12,yes,gauteng,house/flat,2,yes,yes,yes,4.0,9.0,2500,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,no income,,,no income,,,3000.0,yes,yes,no,,,,,,,,no,no,no
401197,1998,22,female,african,12,no,limpopo,informal,4,no,yes,no,,,,,no,no,,,,,,,,no,never worked,2.0,,0.0,,no,,,,government grants,,,from government grants,,,,no,yes,no,no,,2.0,yes,yes,yes,yes,no,no,no
401209,1997,23,female,african,11,yes,gauteng,house/flat,4,yes,yes,yes,5.0,8.0,3000,,yes,,regular job,,4.0,8.0,,,no,,,1.0,,1.0,,no,,,,employment,,,from employment,,,5000.0,yes,no,no,no,,1.0,yes,yes,no,yes,no,no,no
401224,2000,20,female,african,12,yes,limpopo,house/flat,6,no,yes,no,,,,,no,no,,,,,,,,,,2.0,,1.0,,no,,,,government grants,,,from employment,,,880.0,yes,yes,yes,yes,over 4 hours more,4.0,no,yes,no,no,no,no,no
